OBJECTID;PEID;PGID;Name;NmDisp;NmAlt;ISOalpha3;Ctry;Regn;RegnSub;ROG;AffCd;Aff;PeopleDesc;LocationDesc;Pop;PopCls;EvngLvl;CongExst;Plnting;EngStat;GSEC;GSECbrf;GSEClng;SPI;SPIdesc;LPI;LPIname;LPIdesc;ROL;Lang;LangFamily;LangClass;LangSpkrs;ROR;Rlgn;RlgnAdher;RORdesc;RlgnBs;ROR4;ROR3;RlgnDiv;ROP3;PplNm;ROP25;Ethne;ROP2;PplClstr;ROP1;Affbloc;Bible;Jesus;Radio;Gospel;Audio;Stories;ResTot;LvlBible;YrPub;PicCrdt;PicURL;Photo;Indigenous;Latitude;Longitude;PeopleSearch;UpdatedDate
8164;46490;PG046490;Arab, Iraqi;Iraqi Arabs;None;USA;United States;Americas;Northern America;US;AG200;Northern African and Middle Eastern Peoples;a diaspora community of Iraqi Arabs in the United States;None;154000;100,000 - 249,999;Less than 2%;No;No Churches Planted;Engaged;1;Less than 2% Evangelical, No Active CP Activity;this people group is less than 2% evangelical, some evangelical resources are available, but there has been no active church planting among them within the past two years;1;Engaged yet Unreached;0;Frontier Unreached People Group;< 0.1% Evangelical;acm;Arabic, Mesopotamian;Afro-Asiatic;Afro-Asiatic, Semitic, Central, South, Arabic;100;MSH;Islam - Shia;53;Shia Islam, one of two major denominations of Islam. The followers of Shia Islam are called 'Shi'as' or 'Shiites'.;Islam;MSH;M;Shia Islam;104056;Arab, Iraqi;300404;Arab, Iraqi;C0015;Arab, Levant;A001;Arab Peoples;Available;Available;Not Available;Available;Available;Not Available;4;None;None;"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Christiaan Briggs - Wikimedia <a href=""https://commons.wikimedia.org/wiki/File:Iraqi_man_on_Baghdad_street.jpg"">Christiaan Briggs - Wikimedia</a> Licensed under <a href=""https://creativecommons.org/licenses/by-sa/3.0/"">CC BY-SA 3.0</a>";https://joshuaproject.net/assets/media/profiles/photos/p12247.jpg;Y;Diaspora;42.513355;-83.187224;Iraqi Arabs of the United States (PG046490);2025-08-28T07:20:05.786+00:00
8165;47461;PG047461;Cape Verdean;Caboverdian Mestico;None;CAN;Canada;Americas;Northern America;CA;AG300;Sub-Saharan African Peoples;a diaspora community of Caboverdian Mesticos in Canada;None;200;less than 10,000;10% or Greater but Less than 15%;No;No Churches Planted;Unengaged;6;10% or Greater Evangelical;this people group is greater than or equal to 10% evangelical;2;No Longer Unreached;5;Moderately Reached People Group;6% to 20% Evangelical;kea;Kabuverdianu;Indo-European;Creole, Portuguese based;100;CRC;Christianity - Roman Catholicism;90;Roman Catholicism, the largest branch of the Christian church and one of the oldest religious institutions in the world. Roman Catholicism teaches that it is the one true Church founded by Jesus Christ and that its bishops are the successors of Christ.;Christianity;CRC;C;Roman Catholicism;101838;Caboverdian Mestico;301547;Caboverdian (Cape Verdean);C0173;Other Sub-Saharan African;A013;Sub-Saharan African Peoples;Available;Available;Not Available;Available;Available;Not Available;4;None;None;"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Anonymous";https://joshuaproject.net/assets/media/profiles/photos/p11069.jpg;Y;Diaspora;43.655188;-79.396949;Caboverdian Mestico of Canada (PG047461);2025-08-28T07:20:05.786+00:00
8166;46471;PG046471;Bosniak;Bosniaks;None;USA;United States;Americas;Northern America;US;AG100;European Peoples;an ethnic group primarily associated with the region of Bosnia and Herzegovina in southeastern Europe;None;168000;100,000 - 249,999;Less than 2%;No;No Churches Planted;Engaged;1;Less than 2% Evangelical, No Active CP Activity;this people group is less than 2% evangelical, some evangelical resources are available, but there has been no active church planting among them within the past two years;1;Engaged yet Unreached;1;Pioneer Unreached People Group;0.1% to 0.5% Evangelical;bos;Bosnian;Bororoan;Indo-European, Balto-Slavic, Slavic, South, Western;100;MSN;Islam - Sunni;99;Sunni Islam, the largest branch of Islam. Sunni Muslims follow the teachings of the Qur'an and consider the first four caliphs to be the rightful successors of Muhammad.;Islam;MSN;M;Sunni Islam;101629;Bosniak;301389;Bosniak;C0195;Slav, Southern;A003;Eurasian Peoples;Available;Available;Not Available;Available;Available;Not Available;4;None;None;"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Michal Huniewicz - Flickr <a href=""https://flickr.com/photos/91418149@N03/14204194758"">Michal Huniewicz - Flickr</a> Licensed under <a href=""https://creativecommons.org/licenses/by/2.0/"">CC BY 2.0</a>";https://joshuaproject.net/assets/media/profiles/photos/p10953.jpg;Y;Diaspora;38.610231;-90.27622;Bosniaks of the United States (PG046471);2025-08-28T07:20:05.786+00:00
8167;47447;PG047447;Rwandan;Rwandans;None;CAN;Canada;Americas;Northern America;CA;AG300;Sub-Saharan African Peoples;a diaspora community of Rwandan Hutus in Canada;None;4000;less than 10,000;20% or Greater but Less than 30%;No;No Churches Planted;Unengaged;6;10% or Greater Evangelical;this people group is greater than or equal to 10% evangelical;2;No Longer Unreached;5;Moderately Reached People Group;6% to 20% Evangelical;kin;Kinyarwanda;Atlantic-Congo;Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, J, Ruanda-Rundi (D.61);100;CRC;Christianity - Roman Catholicism;63;Roman Catholicism, the largest branch of the Christian church and one of the oldest religious institutions in the world. Roman Catholicism teaches that it is the one true Church founded by Jesus Christ and that its bishops are the successors of Christ.;Christianity;CRC;C;Roman Catholicism;108463;Hutu, Rwandese;307079;Hutu (Rwandese);C0260;Bantu, Central-Lakes;A013;Sub-Saharan African Peoples;Available;Available;Not Available;Available;Available;Not Available;4;None;None;"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Julien Harneis - Flickr <a href=""https://flickr.com/photos/julien_harneis/3580555923"">Julien Harneis - Flickr</a> Licensed under <a href=""https://creativecommons.org/licenses/by-sa/2.0/"">CC BY-SA 2.0</a>";https://joshuaproject.net/assets/media/profiles/photos/p14605.jpg;Y;Diaspora;45.3959;-75.7135;Rwandans of Canada (PG047447);2025-08-28T07:20:05.786+00:00
8168;47475;PG047475;Seychellese Creole;Seychellese Creole;None;CAN;Canada;Americas;Northern America;CA;AG300;Sub-Saharan African Peoples;a Euroafrican ethnic group with an eclectic mix of French, British, and African influences, with infusions of Chinese and Indian elements;None;1000;less than 10,000;5% or Greater but Less than 10%;No;No Churches Planted;Unengaged;5;5% or Greater but Less than 10% Evangelical;this people group is greater than or equal to 5% evangelical;2;No Longer Unreached;5;Moderately Reached People Group;6% to 20% Evangelical;crs;Seychelles French Creole;Indo-European;Creole, French based;100;CPR;Christianity - Protestantism;0;Protestant Christianity, a tradition that emerged from the Protestant Reformation. Protestants reject the idea of papal supremacy, instead stressing the authority of scripture alone, justification by faith alone, and salvation through Christ alone.;Christianity;CPR;C;Protestantism;108884;Seychellois;307410;Seychellois;C0173;Other Sub-Saharan African;A013;Sub-Saharan African Peoples;Available;Available;Not Available;Not Available;Available;Not Available;3;None;None;"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Anonymous";https://joshuaproject.net/assets/media/profiles/photos/p14879.jpg;Y;Diaspora;45.543264;-73.570876;Seychellese Creole of Canada (PG047475);2025-08-28T07:20:05.786+00:00
8169;47667;PG047667;Fulbe Futa;Fula Jalon;None;USA;United States;Americas;Northern America;US;AG300;Sub-Saharan African Peoples;a nomadic Fulani sub-group indigenous to the high plateaus of Guinea and other West African countries;None;8500;less than 10,000;Less than 2%;No;No Churches Planted;Engaged;1;Less than 2% Evangelical, No Active CP Activity;this people group is less than 2% evangelical, some evangelical resources are available, but there has been no active church planting among them within the past two years;1;Engaged yet Unreached;0;Frontier Unreached People Group;< 0.1% Evangelical;fuf;Pular;Atlantic-Congo;Niger-Congo, Atlantic-Congo, Atlantic, Northern, Senegambian, Fula-Wolof, Fula, West Central;100;MSN;Islam - Sunni;99;Sunni Islam, the largest branch of Islam. Sunni Muslims follow the teachings of the Qur'an and consider the first four caliphs to be the rightful successors of Muhammad.;Islam;MSN;M;Sunni Islam;103072;Fulbe;302450;Fulani (Fula, Fulbe);C0077;Fulani / Fulbe;A013;Sub-Saharan African Peoples;Available;Available;Not Available;Available;Available;Not Available;4;None;None;"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source:  Ferdinand Reus - Wikimedia <a href=""https://commons.wikimedia.org/wiki/File:Peul_lady_in_Mali.jpg""> Ferdinand Reus - Wikimedia</a> Licensed under <a href=""https://creativecommons.org/licenses/by-sa/2.0/"">CC BY-SA 2.0</a>";https://joshuaproject.net/assets/media/profiles/photos/p11769.jpg;Y;Diaspora;40.850155;-73.908829;Fula Jalon of the United States (PG047667);2026-01-16T16:45:22.238+00:00
8170;46401;PG046401;French;French;None;DJI;Djibouti;Africa;Eastern Africa;DJ;AG100;European Peoples;a diaspora community of French in Djibouti;None;18500;10,000 - 24,999;Less than 2%;No;No Churches Planted;Unengaged;1;Less than 2% Evangelical, No Active CP Activity;this people group is less than 2% evangelical, some evangelical resources are available, but there has been no active church planting among them within the past two years;0;Unengaged and Unreached;0;Frontier Unreached People Group;< 0.1% Evangelical;fra;French;Indo-European;Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Gallo-Romance, Gallo-Rhaetian, Oïl, French;100;CRC;Christianity - Roman Catholicism;65;Roman Catholicism, the largest branch of the Christian church and one of the oldest religious institutions in the world. Roman Catholicism teaches that it is the one true Church founded by Jesus Christ and that its bishops are the successors of Christ.;Christianity;CRC;C;Roman Catholicism;103059;French;302445;French;C0076;French;A003;Eurasian Peoples;Available;Available;Not Available;Available;Available;Not Available;4;None;None;"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Masters View / Howard Erickson";https://joshuaproject.net/assets/media/profiles/photos/p11234.jpg;Y;Diaspora;11.555997;43.150293;French of Djibouti (PG046401);2025-05-19T03:03:08.033+00:00
8171;18465;PG018465;Arab;Arabs;None;MYS;Malaysia;Asia;South-Eastern Asia;MY;AG200;Northern African and Middle Eastern Peoples;a diverse ethnolinguistic group whose identity is shaped by a combination of language, culture, history, and geography. Arabs are native to the Arabian Peninsula, Levant, North Africa, and parts of the Horn of Africa;None;18000;10,000 - 24,999;Less than 2%;No;No Churches Planted;Unengaged;1;Less than 2% Evangelical, No Active CP Activity;this people group is less than 2% evangelical, some evangelical resources are available, but there has been no active church planting among them within the past two years;0;Unengaged and Unreached;0;Frontier Unreached People Group;< 0.1% Evangelical;arb;Arabic, Standard;Afro-Asiatic;Afro-Asiatic, Semitic, Central, South, Arabic;100;MSN;Islam - Sunni;99;Sunni Islam, the largest branch of Islam. Sunni Muslims follow the teachings of the Qur'an and consider the first four caliphs to be the rightful successors of Muhammad.;Islam;MSN;M;Sunni Islam;100425;Arab;300393;Arab;C0013;Arab, Arabian;A001;Arab Peoples;Available;Available;Not Available;Available;Available;Not Available;4;None;None;"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: <a href=""https://pixabay.com/photos/people-students-walk-street-muslim-6284192/"">Hashim Abdullah - Pixabay</a>";https://joshuaproject.net/assets/media/profiles/photos/p10375.jpg;Y;Diaspora;3.15968;101.735264;Arabs of Malaysia (PG018465);2025-07-22T19:18:27.06+00:00
8172;42456;PG042456;Arab, Moroccan;Moroccan Arabs;None;DEU;Germany;Europe;Western Europe;GM;AG200;Northern African and Middle Eastern Peoples;a diaspora community of Moroccan Arabs in Germany;None;135000;100,000 - 249,999;Less than 2%;No;No Churches Planted;Unengaged;1;Less than 2% Evangelical, No Active CP Activity;this people group is less than 2% evangelical, some evangelical resources are available, but there has been no active church planting among them within the past two years;0;Unengaged and Unreached;0;Frontier Unreached People Group;< 0.1% Evangelical;ary;Arabic, Moroccan;Afro-Asiatic;Afro-Asiatic, Semitic, Central, South, Arabic;100;MSN;Islam - Sunni;99;Sunni Islam, the largest branch of Islam. Sunni Muslims follow the teachings of the Qur'an and consider the first four caliphs to be the rightful successors of Muhammad.;Islam;MSN;M;Sunni Islam;106804;Arab, Moroccan;300412;Arab, Moroccan;C0017;Arab, Maghreb;A001;Arab Peoples;Available;Available;Not Available;Available;Available;Available;5;None;None;"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: <a href=""https://pixabay.com/photos/bread-marrakesh-food-morocco-1166272/"">Monica Volpin - Pixabay</a>";https://joshuaproject.net/assets/media/profiles/photos/p13819.jpg;Y;Diaspora;52.463174;13.429028;Moroccan Arabs of Germany (PG042456);2025-05-19T03:03:34.986+00:00
8173;20259;PG020259;Jew;Jews;None;AUS;Australia;Oceania;Australia and New Zealand;AS;AG200;Northern African and Middle Eastern Peoples;a diaspora community of English-speaking Jews in Australia;None;119000;100,000 - 249,999;Less than 2%;No;No Churches Planted;Engaged;1;Less than 2% Evangelical, No Active CP Activity;this people group is less than 2% evangelical, some evangelical resources are available, but there has been no active church planting among them within the past two years;1;Engaged yet Unreached;0;Frontier Unreached People Group;< 0.1% Evangelical;eng;English;;Indo-European, Germanic, West, English;100;J;Judaism;90;Judaism, a religion developed among the ancient Hebrews and characterized by belief in one transcendent God who has revealed himself to Abraham, Moses, and the Hebrew prophets and by a religious life in accordance with Scriptures and rabbinic traditions.;Judaism;;J;;117322;Jew, English Speaking;303368;Jewish;C0102;Jews;A006;Jewish Peoples;Available;Available;Available;Available;Available;Available;6;None;None;"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Copyrighted ©️ 2025 blvdone - Shutterstock Used with permission";https://joshuaproject.net/assets/media/profiles/photos/p12347.jpg;Y;Diaspora;-33.816418;150.99997;Jews of Australia (PG020259);2025-05-19T03:03:43.296+00:00
8174;47472;PG047472;Mauritian;Mauritians;None;CAN;Canada;Americas;Northern America;CA;AG300;Sub-Saharan African Peoples;a diaspora community of Mauritians in Canada;None;11500;10,000 - 24,999;2% or Greater but Less than 5%;No;No Churches Planted;Unengaged;4;2% or Greater but Less than 5% Evangelical;this people group is greater than or equal to 2% evangelical;2;No Longer Unreached;4;Marginally Reached People Group;3% to 6% Evangelical;mfe;Morisyen;Indo-European;Creole, French based;100;CPR;Christianity - Protestantism;0;Protestant Christianity, a tradition that emerged from the Protestant Reformation. Protestants reject the idea of papal supremacy, instead stressing the authority of scripture alone, justification by faith alone, and salvation through Christ alone.;Christianity;CPR;C;Protestantism;103998;Mauritian Creole;305283;Mauritian Creole;C0173;Other Sub-Saharan African;A013;Sub-Saharan African Peoples;Available;Available;Not Available;Available;Available;Not Available;4;None;None;"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: <a href=""https://pixabay.com/id/photos/mauritius-sega-pemusik-1180791/"">Dave Pearce - Pixabay</a>";https://joshuaproject.net/assets/media/profiles/photos/p12213.jpg;Y;Diaspora;45.440154;-75.605368;Mauritians of Canada (PG047472);2026-01-16T16:53:32.539+00:00
