PeopNameInCountry;Ctry;ISO2;Population;Latitude;Longitude;PrimaryLanguageName;PrimaryReligion;Region;PercentChristianity;JPScale
Kola;Indonesia;ID;8600;-5.48833;134.59152;Kola;Islam;South-Eastern Asia;75;
Sara;Indonesia;ID;5100;1.1289;109.6863;Bakati’, Sara;Ethnoreligion;South-Eastern Asia;75;
Paku;Indonesia;ID;4500;-1.9063;115.08663;Ma’anyan;Ethnoreligion;South-Eastern Asia;75;
Napu;Indonesia;ID;8200;-1.43707;120.33786;Napu;Ethnoreligion;South-Eastern Asia;75;
Kelong;Indonesia;ID;18500;-8.413;124.409;Klon;Christianity;South-Eastern Asia;75;
Wahau Kenyah;Indonesia;ID;9000;1.6521;116.9373;Kenyah, Wahau;Christianity;South-Eastern Asia;75;
Tonsea;Indonesia;ID;147000;1.51393;125.05212;Tonsea;Christianity;South-Eastern Asia;75;
Ratahan;Indonesia;ID;47000;1.0578;124.8034;Malay, Manado;Christianity;South-Eastern Asia;75;
Ponasakan;Indonesia;ID;5500;0.9474;124.7842;Indonesian;Ethnoreligion;South-Eastern Asia;75;
Jahalatane;Indonesia;ID;1900;-3.3619;129.31549;Yalahatan;Ethnoreligion;South-Eastern Asia;75;
Laiyolo;Indonesia;ID;1700;-6.45512;120.48283;Laiyolo;Islam;South-Eastern Asia;10;
Talondo;Indonesia;ID;1300;-2.507;119.347;Talondo’;Christianity;South-Eastern Asia;75;
Punan Merah;Indonesia;ID;250;0.50763;115.58788;Punan Merah;Christianity;South-Eastern Asia;75;
Wahau Kayan;Indonesia;ID;900;1.42088;116.6795;Kayan, Wahau;Ethnoreligion;South-Eastern Asia;75;
Putoh;Indonesia;ID;11000;3.612053;116.308685;Putoh;Ethnoreligion;South-Eastern Asia;75;
Mendalam Kayan;Indonesia;ID;2700;0.9386;113.1285;Kayan, Mendalam;Christianity;South-Eastern Asia;75;
Ribun;Indonesia;ID;84500;0.281;110.187;Ribun;Ethnoreligion;South-Eastern Asia;75;
Trangan Timur;Indonesia;ID;7100;-6.76213;134.2884;Tarangan, East;Christianity;South-Eastern Asia;75;
Sajau Basap;Indonesia;ID;11000;2.43432;117.40071;Sajau Basap;Ethnoreligion;South-Eastern Asia;75;
Punan Aput;Indonesia;ID;700;1.7977;115.9998;Punan Aput;Christianity;South-Eastern Asia;75;
Kembayan;Indonesia;ID;14000;0.818854;110.341094;Mateq;Ethnoreligion;South-Eastern Asia;75;
Punan Merap;Indonesia;ID;275;3.5542;116.6175;Punan Merap;Christianity;South-Eastern Asia;75;
Lamma;Indonesia;ID;16500;-8.52787;124.079215;Pantar, Western;Ethnoreligion;South-Eastern Asia;75;
Kodi;Indonesia;ID;65500;-9.6373;119.11429;Kodi;Ethnoreligion;South-Eastern Asia;75;
Lamboya;Indonesia;ID;27500;-9.70434;119.3443;Lamboya;Christianity;South-Eastern Asia;75;
Woisika;Indonesia;ID;22000;-8.26897;124.7923;Kamang;Christianity;South-Eastern Asia;75;
Nedebang;Indonesia;ID;1600;-8.28;124.207;Nedebang;Ethnoreligion;South-Eastern Asia;75;
Mamboru;Indonesia;ID;12000;-9.42302;119.54972;Mamboru;Ethnoreligion;South-Eastern Asia;75;
Rembong;Indonesia;ID;5500;-8.53361;120.97294;Rembong;Islam;South-Eastern Asia;75;
Riung;Indonesia;ID;25500;-8.5038;121.0449;Riung;Islam;South-Eastern Asia;75;
Kabola;Indonesia;ID;18500;-8.17316;124.53869;Kabola;Christianity;South-Eastern Asia;75;
Kepo;Indonesia;ID;14000;-8.58908;120.83973;Kepo’;Islam;South-Eastern Asia;75;
Kafoa;Indonesia;ID;1800;-8.371;124.423;Kafoa;Christianity;South-Eastern Asia;75;
Wanukaka;Indonesia;ID;18500;-9.69834;119.46801;Wanukaka;Ethnoreligion;South-Eastern Asia;75;
Watulai;Indonesia;ID;4200;-5.74908;134.78651;Gwatlelir;Islam;South-Eastern Asia;75;
Watubela;Indonesia;ID;6100;-4.47294;131.64135;Watubela;Islam;South-Eastern Asia;75;
Madole;Indonesia;ID;3500;1.40199;127.7524;Modole;Ethnoreligion;South-Eastern Asia;75;
Perai;Indonesia;ID;425;-7.593;126.4975;Perai;Ethnoreligion;South-Eastern Asia;75;
Mangole;Indonesia;ID;9700;-1.87941;125.82233;Mangole;Islam;South-Eastern Asia;75;
Kur;Indonesia;ID;4200;-5.34077;131.98597;Kur;Islam;South-Eastern Asia;75;
Liana-Seti;Indonesia;ID;4700;-3.11832;129.89879;Liana-Seti;Christianity;South-Eastern Asia;75;
Luhu;Indonesia;ID;12000;-3.13187;127.96566;Luhu;Islam;South-Eastern Asia;0;
North Nuaulu;Indonesia;ID;750;-2.9036;129.2964;Nuaulu, North;Islam;South-Eastern Asia;75;
Saleman;Indonesia;ID;7500;-2.82548;129.42743;Saleman;Islam;South-Eastern Asia;75;
Teluti;Indonesia;ID;26500;-3.2969;129.66284;Sou Nama;Islam;South-Eastern Asia;75;
Lisabata-Nuniali;Indonesia;ID;3300;-2.878638;128.879413;Lisabata-Nuniali;Islam;South-Eastern Asia;75;
Leti;Indonesia;ID;10500;-8.205493;127.722275;Leti (Indonesia);Christianity;South-Eastern Asia;75;
Selvasa;Indonesia;ID;5300;-7.59918;131.25029;Seluwasan;Christianity;South-Eastern Asia;75;
Roma;Indonesia;ID;2600;-7.58643;127.42792;Roma;Christianity;South-Eastern Asia;75;
Lorang;Indonesia;ID;450;-6.30338;134.40953;Lorang;Christianity;South-Eastern Asia;75;
Kerei;Indonesia;ID;650;-6.718;134.401;Karey;Islam;South-Eastern Asia;75;
Teor;Indonesia;ID;1800;-4.74159;131.737;Teor;Islam;South-Eastern Asia;75;
Sauri;Indonesia;ID;175;-2.2805;136.7531;Sauri;Christianity;South-Eastern Asia;75;
Wares;Indonesia;ID;275;-2.47357;139.33731;Wares;Christianity;South-Eastern Asia;75;
Taori-Kei;Indonesia;ID;300;-2.94448;138.16077;Kaiy;Christianity;South-Eastern Asia;75;
Tumawo;Indonesia;ID;700;-2.6278;140.8784;Skou;Christianity;South-Eastern Asia;75;
Sobei;Indonesia;ID;3000;-1.86998;138.74987;Sobei;Christianity;South-Eastern Asia;75;
Taikat;Indonesia;ID;1200;-2.7876;140.6869;Taikat;Christianity;South-Eastern Asia;75;
Tefaro;Indonesia;ID;175;-2.2709;136.702;Tefaro;Christianity;South-Eastern Asia;75;
Yafi;Indonesia;ID;375;-3.470299;140.79481;Zorop;Christianity;South-Eastern Asia;75;
Tarunggare;Indonesia;ID;750;-3.37462;135.55117;Tunggare;Christianity;South-Eastern Asia;75;
Sempan;Indonesia;ID;1600;-5.17582;137.58814;Sempan;Christianity;South-Eastern Asia;75;
Woi;Indonesia;ID;2100;-1.62746;135.48374;Woi;Christianity;South-Eastern Asia;75;
Sause;Indonesia;ID;425;-3.16632;139.62656;Sause;Christianity;South-Eastern Asia;75;
Papuma;Indonesia;ID;1100;-1.736;135.858;Papuma;Christianity;South-Eastern Asia;75;
Kwesten;Indonesia;ID;3300;-1.9953;138.921;Kwesten;Christianity;South-Eastern Asia;75;
Mawes;Indonesia;ID;950;-2.3617;139.679;Mawes;Christianity;South-Eastern Asia;75;
Liki;Indonesia;ID;325;-1.60652;138.7308;Liki;Christianity;South-Eastern Asia;75;
Rasawa;Indonesia;ID;350;-2.37609;136.35237;Rasawa;Christianity;South-Eastern Asia;75;
Molof;Indonesia;ID;250;-3.4453;140.5122;Molof;Christianity;South-Eastern Asia;75;
Marau;Indonesia;ID;2800;-1.6306;135.7623;Marau;Christianity;South-Eastern Asia;75;
Kirira;Indonesia;ID;450;-3.187;137.2293;Kirikiri;Christianity;South-Eastern Asia;75;
Papasena;Indonesia;ID;700;-2.87535;138.60529;Papasena;Christianity;South-Eastern Asia;75;
Pauwi;Indonesia;ID;200;-1.68798;138.02774;Yoke;Christianity;South-Eastern Asia;75;
Dem;Indonesia;ID;1600;-3.72183;137.63227;Dem;Christianity;South-Eastern Asia;75;
Kapori;Indonesia;ID;225;-3.5879;139.9477;Kapauri;Christianity;South-Eastern Asia;75;
Itik;Indonesia;ID;225;-2.320656;139.145195;Itik;Christianity;South-Eastern Asia;75;
Emumu;Indonesia;ID;2300;-3.74242;140.90347;Emem;Christianity;South-Eastern Asia;75;
Dabe;Indonesia;ID;500;-2.050638;139.077425;Dabe;Christianity;South-Eastern Asia;75;
Warkay-Bipim;Indonesia;ID;425;-5.7716;138.63752;Warkay-Bipim;Ethnoreligion;South-Eastern Asia;75;
Nobuk;Indonesia;ID;425;-2.56457;138.43628;Kwerba Mamberamo;Ethnoreligion;South-Eastern Asia;75;
Saweru;Indonesia;ID;450;-1.924;136.295;Saweru;Christianity;South-Eastern Asia;75;
Maden;Indonesia;ID;800;-1.137078;130.879879;Salawati;Christianity;South-Eastern Asia;75;
Kokoda;Indonesia;ID;5400;-2.14685;132.386754;Kokoda;Christianity;South-Eastern Asia;75;
Yahadian;Indonesia;ID;750;-1.94317;132.09609;Yahadian;Christianity;South-Eastern Asia;75;
Matbat;Indonesia;ID;1700;-1.8801;130.07501;Matbat;Ethnoreligion;South-Eastern Asia;75;
Tanahmerah;Indonesia;ID;1000;-2.5523;133.17979;Tanahmerah;Christianity;South-Eastern Asia;75;
Seget;Indonesia;ID;1900;-1.36931;131.21812;Moi Lemas;Christianity;South-Eastern Asia;75;
Puragi;Indonesia;ID;1000;-1.9353;132.2928;Puragi;Christianity;South-Eastern Asia;75;
Moraid;Indonesia;ID;1600;-1.04083;131.96538;Moraid;Christianity;South-Eastern Asia;75;
Kalabra;Indonesia;ID;4400;-1.43074;131.61701;Kalabra;Christianity;South-Eastern Asia;75;
Iha;Indonesia;ID;9000;-2.81013;132.27102;Iha;Christianity;South-Eastern Asia;75;
Legenyem;Indonesia;ID;350;-0.2211;130.6539;Legenyem;Islam;South-Eastern Asia;75;
Ron;Indonesia;ID;1600;-2.43005;134.55627;Roon;Ethnoreligion;South-Eastern Asia;75;
Munggui;Indonesia;ID;1400;-1.663;135.8699;Munggui;Ethnoreligion;South-Eastern Asia;75;
Meoswar;Indonesia;ID;375;-2.07828;134.37813;Meoswar;Ethnoreligion;South-Eastern Asia;75;
Warembori;Indonesia;ID;800;-1.65941;137.5662;Warembori;Ethnoreligion;South-Eastern Asia;75;
Erokwanas;Indonesia;ID;275;-2.83746;132.7048;Erokwanas;Ethnoreligion;South-Eastern Asia;75;
Nabi;Indonesia;ID;900;-2.4941;134.0034;Kuri;Ethnoreligion;South-Eastern Asia;75;
Yaur;Indonesia;ID;700;-3.32519;134.87891;Yaur;Ethnoreligion;South-Eastern Asia;75;
Tuotomb;Cameroon;CM;3100;4.82;11.03;Tuotomb;Christianity;Middle Africa;75;
Mijong;Cameroon;CM;3900;6.403;10.144;Mungbam;Christianity;Middle Africa;75;
Kosin;Cameroon;CM;2000;6.588;10.279;Koshin;Christianity;Middle Africa;75;
Ngishe;Cameroon;CM;18000;6.04616;9.83193;Ngoshie;Christianity;Middle Africa;10;
Djanti;Cameroon;CM;3500;5.30535;11.31027;Tibea;Christianity;Middle Africa;75;
Mangisa;Cameroon;CM;72000;4.4206;11.4125;Mengisa;Christianity;Middle Africa;10;
Mulimba;Cameroon;CM;4200;3.67696;9.67186;Mulimba;Christianity;Middle Africa;75;
Mandankwe;Cameroon;CM;45500;6.00034;10.23068;Mendankwe-Nkwen;Islam;Middle Africa;75;
Kahe;Tanzania;TZ;14500;-3.51412;37.57586;Kahe;Christianity;Eastern Africa;10;
Nyambo;Tanzania;TZ;767000;-1.6096;30.91555;Nyambo;Christianity;Eastern Africa;75;
Isanzu;Tanzania;TZ;92000;-3.99991;34.846;Isanzu;Ethnoreligion;Eastern Africa;10;
Subi;Tanzania;TZ;433000;-3.230033;31.012074;Shubi;Christianity;Eastern Africa;10;
Rungwa;Tanzania;TZ;54000;-7.340677;32.005109;Rungwa;Christianity;Eastern Africa;10;
Gweno;Tanzania;TZ;3900;-3.68407;37.68273;Gweno;Islam;Eastern Africa;75;
Ndonde;Tanzania;TZ;38000;-10.5194;37.996;Ndonde Hamba;Islam;Eastern Africa;10;
Kpagua;Central African Republic;CT;6000;4.96154;20.15843;Kpagua;Ethnoreligion;Middle Africa;10;
Mangbai;Chad;CD;6300;9.6369;14.04973;Mambai;Christianity;Middle Africa;75;
Kaligi;South Sudan;OD;19500;8.455502;26.015642;Feroge;Islam;Northern Africa;10;
Mbum;Chad;CD;34000;7.528422;15.544613;Mbum;Ethnoreligion;Middle Africa;75;
Monjombo;Congo, Democratic Republic of the;CG;16500;3.1596;18.6349;Monzombo;Ethnoreligion;Middle Africa;10;
Mbara;Chad;CD;4300;10.9175;15.5502;Mbara (Chad);Islam;Middle Africa;10;
Sian;Malaysia;MY;175;2.66154;113.84266;Sihan (Malaysia);Ethnoreligion;South-Eastern Asia;75;
Millikin;Malaysia;MY;5500;1.071046;110.678931;Remun;Ethnoreligion;South-Eastern Asia;75;
Murik Kayan;Malaysia;MY;2700;3.590362;114.430041;Murik (Malaysia);Ethnoreligion;South-Eastern Asia;75;
Dayi;Australia;AS;175;-12.0306;135.5691;Dayi;Ethnoreligion;Australia and New Zealand;75;
Siduan;Malaysia;MY;1000;2.26758;111.76305;Melanau, Sibu;Islam;South-Eastern Asia;75;
Seze;Ethiopia;ET;17000;9.4175;34.6522;Seze;Ethnoreligion;Eastern Africa;0;
Kayaman;Malaysia;MY;1200;2.708;114.045;Kajaman;Ethnoreligion;South-Eastern Asia;75;
Ghadames;Libya;LY;6500;30.1286;9.4947;Ghadamès;Islam;Northern Africa;10;
Zanaki;Tanzania;TZ;181000;-1.712682;33.954229;Zanaki;Christianity;Eastern Africa;10;
Kwaya;Tanzania;TZ;205000;-1.80737;33.71001;Kwaya;Ethnoreligion;Eastern Africa;10;
Mbugwe;Tanzania;TZ;60000;-3.8045;35.8277;Mbugwe;Christianity;Eastern Africa;75;
Ikoma;Tanzania;TZ;64000;-1.9696;34.4288;Ikoma-Nata-Isenye;Christianity;Eastern Africa;10;
Pogoro;Tanzania;TZ;524000;-8.72283;36.41485;Pogolo;Christianity;Eastern Africa;10;
Hangaza;Tanzania;TZ;449000;-2.487905;30.720727;Hangaza;Christianity;Eastern Africa;75;
Ngindo;Tanzania;TZ;623000;-9.804266;37.922014;Ngindo;Islam;Eastern Africa;10;
Kabwa;Tanzania;TZ;21500;-1.629007;33.920525;Kabwa;Ethnoreligion;Eastern Africa;75;
Dhuwaya;Australia;AS;1800;-12.2669;136.8815;Dhuwaya;Ethnoreligion;Australia and New Zealand;75;
Dobase;Ethiopia;ET;48500;5.760862;37.231682;Mositacha;Islam;Eastern Africa;0;
Iwaidja;Australia;AS;275;-11.1474;132.5704;Iwaidja;Ethnoreligion;Australia and New Zealand;75;
Thaayoore;Australia;AS;475;-14.8159;142.03413;Kuuk Thayorre;Ethnoreligion;Australia and New Zealand;10;
Gunwinggu;Australia;AS;4900;-12.33983;133.35778;Gunwinggu;Christianity;Australia and New Zealand;75;
Yangben;Cameroon;CM;5400;4.41971;11.02774;Yangben;Christianity;Middle Africa;75;
Meru;Tanzania;TZ;267000;-3.3793;36.8444;Rwa;Christianity;Eastern Africa;10;
Sara Mbai;Chad;CD;264000;8.3385;17.7612;Mbay;Ethnoreligion;Middle Africa;75;
Kuo;Chad;CD;19000;7.7441;15.6906;Kuo;Ethnoreligion;Middle Africa;75;
Yasa;Cameroon;CM;3000;2.45171;9.89801;Iyasa;Christianity;Middle Africa;75;
Kpe;Cameroon;CM;200000;4.24178;9.23887;Mokpwe;Christianity;Middle Africa;75;
Batanga;Cameroon;CM;20000;2.71655;9.92442;Batanga;Christianity;Middle Africa;75;
Heiban Nuba;Sudan;SU;12500;11.2134;30.5123;Heiban;Islam;Northern Africa;75;
Yambetta;Cameroon;CM;12500;4.8461;11.0294;Yambeta;Ethnoreligion;Middle Africa;75;
Kapsiki;Cameroon;CM;134000;10.58813;13.6642;Psikye;Islam;Middle Africa;75;
Karang;Cameroon;CM;42000;7.679;15.3631;Karang;Islam;Middle Africa;75;
Eton;Cameroon;CM;423000;4.21045;11.39348;Eton (Cameroon);Ethnoreligion;Middle Africa;10;
Koh;Cameroon;CM;13000;8.486;15.136;Kuo;Ethnoreligion;Middle Africa;75;
North Makaa;Cameroon;CM;26000;4.57276;13.46245;Byep;Christianity;Middle Africa;10;
Nimbari;Cameroon;CM;250;9.67581;13.82656;Fali, South;Islam;Middle Africa;75;
Dugun;Cameroon;CM;16000;8.428913;13.438411;Dugun;Christianity;Middle Africa;10;
Malgbe;Cameroon;CM;11500;12.386;14.8929;Malgbe;Islam;Middle Africa;10;
Woko;Cameroon;CM;8000;8.3711;12.9528;Longto;Islam;Middle Africa;75;
Duupa;Cameroon;CM;12500;8.496;13.4711;Duupa;Islam;Middle Africa;75;
Gimnime;Cameroon;CM;10000;8.58129;12.78694;Gimnime;Islam;Middle Africa;10;
Doyayo;Cameroon;CM;54500;8.68604;13.07676;Doyayo;Ethnoreligion;Middle Africa;75;
Gimme;Cameroon;CM;10000;8.58084;12.66584;Gimme;Islam;Middle Africa;10;
Kuseri;Cameroon;CM;950;12.00059;14.9531;Mser;Islam;Middle Africa;75;
Kolbila;Cameroon;CM;5600;8.2553;13.2212;Kolbila;Islam;Middle Africa;75;
Maslam;Cameroon;CM;475;12.22548;14.8197;Maslam;Ethnoreligion;Middle Africa;75;
Mboku;Cameroon;CM;26500;10.77883;14.16766;Mbuko;Islam;Middle Africa;75;
Hedi;Cameroon;CM;52000;10.91837;13.76897;Hdi;Islam;Middle Africa;75;
North Fali;Cameroon;CM;53000;9.9708;13.5862;Fali, North;Islam;Middle Africa;10;
Musgum;Cameroon;CM;237000;10.8501;14.952;Musgu;Islam;Middle Africa;75;
Mefele;Cameroon;CM;21000;10.677;13.82013;Mefele;Ethnoreligion;Middle Africa;10;
Mpade;Cameroon;CM;30500;12.69277;14.53663;Mpade;Islam;Middle Africa;10;
Muyang;Cameroon;CM;50000;10.86047;14.21246;Muyang;Islam;Middle Africa;10;
Hya;Cameroon;CM;1900;10.4551;13.5461;Hya;Ethnoreligion;Middle Africa;10;
Dugwor;Cameroon;CM;9800;10.75203;14.21344;Dugwor;Islam;Middle Africa;75;
Molokwo;Cameroon;CM;21000;10.79332;14.25209;Moloko;Islam;Middle Africa;10;
Ndreme;Cameroon;CM;25000;10.94813;14.21306;Vame;Ethnoreligion;Middle Africa;75;
Cuvok;Cameroon;CM;16000;10.6288;13.9394;Cuvok;Islam;Middle Africa;75;
North Gisiga;Cameroon;CM;66500;10.6755;14.21903;Giziga, North;Ethnoreligion;Middle Africa;75;
Twendi;Cameroon;CM;3600;6.36656;11.70017;Kwanja;Islam;Middle Africa;10;
Mboa;Cameroon;CM;3000;5.7517;13.64707;Mbonga;Christianity;Middle Africa;75;
Bebil;Cameroon;CM;15000;4.86672;13.38484;Bebil;Ethnoreligion;Middle Africa;75;
Konja;Cameroon;CM;49500;6.30293;11.69315;Kwanja;Ethnoreligion;Middle Africa;75;
Bamileke-Ngomba;Cameroon;CM;130000;5.5712;10.3201;Ngomba;Christianity;Middle Africa;10;
Wawa;Cameroon;CM;8000;6.7959;11.7035;Wawa;Islam;Middle Africa;10;
South Makaa;Cameroon;CM;233000;4.2391;13.456;Makaa;Christianity;Middle Africa;10;
Ngemba;Cameroon;CM;36500;5.97864;10.14691;Ngemba;Christianity;Middle Africa;75;
Ndop-Bamessing;Cameroon;CM;39000;5.988;10.362;Kenswei Nsei;Islam;Middle Africa;10;
Isu;Cameroon;CM;24500;6.63731;9.96577;Isu;Ethnoreligion;Middle Africa;75;
Weh;Cameroon;CM;16000;6.46164;10.12104;Weh;Christianity;Middle Africa;75;
Kwaja;Cameroon;CM;6100;6.63304;10.99428;Kwaja;Christianity;Middle Africa;75;
Noni;Cameroon;CM;67500;6.37256;10.57067;Noone;Christianity;Middle Africa;75;
Kumaju;Cameroon;CM;8800;6.69577;10.49838;Kemedzung;Islam;Middle Africa;75;
Ngwe;Cameroon;CM;144000;5.49787;9.9028;Ngwe;Christianity;Middle Africa;75;
Ngi;Cameroon;CM;72500;5.9797;9.8336;Ngie;Christianity;Middle Africa;75;
Menka;Cameroon;CM;10000;5.94639;9.69161;Menka;Christianity;Middle Africa;75;
Oku;Cameroon;CM;147000;6.23712;10.50955;Oku;Christianity;Middle Africa;75;
Babessi;Cameroon;CM;39500;6.0332;10.5786;Wushi;Christianity;Middle Africa;10;
Kam;Nigeria;NI;10500;8.3575;11.0457;Kam;Ethnoreligion;Western Africa;75;
Lelau;Nigeria;NI;11500;9.29145;11.1636;Leelau;Ethnoreligion;Western Africa;75;
Gwomu;Nigeria;NI;10500;9.471;11.2798;Moo;Ethnoreligion;Western Africa;75;
Kumba;Nigeria;NI;6800;9.024;12.0045;Kumba;Ethnoreligion;Western Africa;75;
Kugama;Nigeria;NI;7000;9.146;12.053;Kugama;Ethnoreligion;Western Africa;75;
Pere;Nigeria;NI;11000;8.92708;12.45334;Wom (Nigeria);Ethnoreligion;Western Africa;10;
Gori;Chad;CD;1800;9.9801;17.647;Laal;Islam;Middle Africa;75;
Ngbaka Mabo;Congo, Democratic Republic of the;CG;38500;4.18064;18.73385;Ngbaka Ma’bo;Christianity;Middle Africa;75;
Mundu;Congo, Democratic Republic of the;CG;7500;3.8102;29.8871;Mündü;Ethnoreligion;Middle Africa;75;
Indri;South Sudan;OD;1500;8.791728;25.715917;Arabic, Sudanese;Islam;Northern Africa;75;
Gubu;Central African Republic;CT;2600;4.995;19.979;Gobu;Ethnoreligion;Middle Africa;75;
Mbum;Central African Republic;CT;24000;7.33293;15.42705;Mbum;Ethnoreligion;Middle Africa;10;
Gobu;Congo, Democratic Republic of the;CG;43000;4.9742;19.8573;Gobu;Christianity;Middle Africa;75;
Kotopo;Nigeria;NI;11000;7.9635;12.10765;Pere;Ethnoreligion;Western Africa;75;
Bolo;Angola;AO;7800;-10.35106;15.0867;Kibala;Ethnoreligion;Middle Africa;10;
Suku;Angola;AO;19500;-6.3518;16.3444;Suku;Ethnoreligion;Middle Africa;10;
Sara Mbai;Central African Republic;CT;15500;7.89228;17.59296;Mbay;Christianity;Middle Africa;75;
Kaliko;Congo, Democratic Republic of the;CG;23000;3.56039;30.55598;Keliko;Christianity;Middle Africa;10;
Ndombe;Angola;AO;66000;-12.96548;13.37097;Ndombe;Ethnoreligion;Middle Africa;10;
Sungor;Chad;CD;71000;13.74064;21.74501;Assangori;Islam;Middle Africa;0;
Ngangela;Angola;AO;78000;-13.36882;19.04755;Nkangala;Ethnoreligion;Middle Africa;75;
Tswa;South Africa;SF;31000;-23.9605;31.0931;Tswa;Ethnoreligion;Southern Africa;10;
Gula;Central African Republic;CT;24500;9.3242;23.473;Gula (Central African Republic);Islam;Middle Africa;10;
Mpoto;Tanzania;TZ;118000;-11.13767;34.71269;Mpoto;Christianity;Eastern Africa;10;
Fipa;Tanzania;TZ;1150000;-7.9607;31.6125;Fipa;Christianity;Eastern Africa;75;
Wanji;Tanzania;TZ;170000;-8.995452;33.970769;Vwanji;Ethnoreligion;Eastern Africa;10;
Nguruimi;Tanzania;TZ;98000;-1.7015;34.2886;Ngoreme;Christianity;Eastern Africa;10;
Malila;Tanzania;TZ;126000;-9.128263;33.352857;Malila;Ethnoreligion;Eastern Africa;75;
Kari;Central African Republic;CT;176000;6.6896;15.9923;Kare (Central African Republic);Ethnoreligion;Middle Africa;10;
Matengo;Tanzania;TZ;425000;-11.0221;34.7703;Matengo;Ethnoreligion;Eastern Africa;10;
Chuka;Kenya;KE;252000;-0.3623;37.713;Gichuka;Ethnoreligion;Eastern Africa;75;
Vale;Central African Republic;CT;10000;7.49943;18.55852;Vale;Ethnoreligion;Middle Africa;10;
Songo;Angola;AO;268000;-10.51661;16.73478;Songo (Angola);Ethnoreligion;Middle Africa;10;
Ronga;Mozambique;MZ;1030000;-25.9059;32.4997;Ronga;Ethnoreligion;Eastern Africa;75;
Luimbi;Angola;AO;102000;-11.22208;17.53848;Luimbi;Ethnoreligion;Middle Africa;10;
Luyana;Zambia;ZA;106000;-15.563028;23.828435;Luyana;Ethnoreligion;Eastern Africa;10;
Obanliku;Nigeria;NI;140000;6.6102;9.2522;Abanglekuo;Christianity;Western Africa;75;
Guduf;Nigeria;NI;111000;11.1042;13.7705;Guduf-Gava;Ethnoreligion;Western Africa;75;
Holu;Angola;AO;68500;-8.30943;17.63483;Holu;Ethnoreligion;Middle Africa;10;
Dongo;Congo, Democratic Republic of the;CG;30000;2.96683;29.96193;Dongo;Ethnoreligion;Middle Africa;10;
Toaripi;Papua New Guinea;PP;89000;-8.07231;146.20608;Toaripi;Christianity;Melanesia;75;
Melo;Ethiopia;ET;166000;6.53916;36.81096;Melo;Ethnoreligion;Eastern Africa;75;
Watjari;Australia;AS;325;-28.17608;117.15302;English;Ethnoreligion;Australia and New Zealand;75;
Zenaga;Mauritania;MR;60500;16.81997;-16.17106;Hassaniyya;Islam;Western Africa;0;
