UPG;Country;CC;PopulationTotal;Latitude;Longitude;PrimaryLanguage;Religion;Continent;PChrn
Southern Torres Islander;Vanuatu;NH;1000;-13.25195;166.61341;Lo-Toga;Christianity;Oceania;0
Rapa;French Polynesia;FP;800;-27.63043;-144.33752;Rapa;Christianity;Oceania;0
Varese;Solomon Islands;BP;9800;-6.8862;156.6371;Varisi;Christianity;Oceania;0
Wopu;China;CH;4800;24.838807;104.611809;Nasu, Wusa;Ethnoreligion;Asia;0
Popei;China;CH;6800;26.311803;101.212593;Lolopo;Ethnoreligion;Asia;0
Pusha;China;CH;6400;23.429194;106.288066;Chinese, Mandarin;Ethnoreligion;Asia;0
Lupanshui Miao;China;CH;77000;26.564814;104.897175;Chinese, Xiang;Ethnoreligion;Asia;0
Palyu;China;CH;15500;24.687715;104.961337;Chinese, Mandarin;Ethnoreligion;Asia;0
Meifu Li;China;CH;65500;19.058863;108.939981;Hlai;Ethnoreligion;Asia;0
Yunnan Shui;China;CH;14500;25.248991;104.700356;Sui;Ethnoreligion;Asia;0
Ga Mong;China;CH;60000;26.523707;107.8234;Miao, Chuanqiandian Cluster;Ethnoreligion;Asia;0
Buyang;China;CH;3800;23.820505;105.829342;Zhuang, Guibian;Ethnoreligion;Asia;0
Ming;China;CH;15500;31.53976;103.686795;Chinese, Mandarin;Unaffiliated;Asia;0
Saman;China;CH;2600;47.463899;124.116689;Chinese, Mandarin;Ethnoreligion;Asia;0
Mozhihei;China;CH;6000;28.262181;109.946034;Chinese, Mandarin;Ethnoreligion;Asia;0
Keji;China;CH;2600;29.653551;91.120959;Tibetan, Central;Islam;Asia;0
Xiaoliangshan Nosu;China;CH;694000;27.242754;100.863065;Nuosu;Ethnoreligion;Asia;0
Aoka;China;CH;424000;26.33739;110.2966;Chinese, Xiang;Ethnoreligion;Asia;0
Ongkor;China;CH;25;43.988118;81.230091;Chinese, Mandarin;Ethnoreligion;Asia;0
Nghari Tibetans;China;CH;82500;30.97696;81.211005;Tibetan, Central;Buddhism;Asia;0
Enger Yugur;China;CH;5500;37.98815;101.76214;Chinese, Mandarin;Buddhism;Asia;0
Pingdi Yao;China;CH;1825000;25.189024;111.572439;Chinese, Xiang;Ethnoreligion;Asia;0
Saragh Yugur;China;CH;10500;38.9716;99.5031;Chinese, Mandarin;Buddhism;Asia;0
Eastern Xiangxi Miao;China;CH;136000;28.664;110.137;Miao, Eastern Xiangxi;Ethnoreligion;Asia;0
Arem;Vietnam;VM;150;17.37985;106.40279;Vietnamese;Ethnoreligion;Asia;0
Basa;Benin;BN;5700;8.437822;2.579145;Tchumbuli;Christianity;Africa;0
Babalia;Chad;CD;12500;12.6305;15.0396;Arabic, Chadian;Islam;Africa;0
Kubi;Nigeria;NI;3300;10.56473;9.23078;Hausa;Islam;Africa;0
Comorian Nzwani;Comoros;CN;380000;-12.198166;44.271734;Comorian, Ndzwani;Islam;Africa;0
Barein;Chad;CD;13000;11.038;18.048;Barein;Islam;Africa;0
Dogosé Fing;Burkina Faso;UV;16000;10.04888;-4.35805;Dogoso;Islam;Africa;0
Uneme;Nigeria;NI;39500;7.274;6.115;Uneme;Ethnoreligion;Africa;0
Sere;Congo, Democratic Republic of the;CG;12500;3.829;27.293;Zande;Ethnoreligion;Africa;0
Bidio;Chad;CD;96500;11.92036;18.80649;Bidiyo;Islam;Africa;0
Fwe;Namibia;WA;16000;-17.72372;24.43151;Fwe;Ethnoreligion;Africa;0
Kasena;Burkina Faso;UV;252000;11.25817;-1.24065;Kasem;Ethnoreligion;Africa;0
Foodo;Benin;BN;53500;9.554;1.37;Foodo;Islam;Africa;0
Wolof;Mauritania;MR;359000;16.512418;-15.804048;Wolof;Islam;Africa;0
Dirya;Nigeria;NI;15000;11.0746;9.5607;Dirya;Islam;Africa;0
Sininkere;Burkina Faso;UV;12500;13.720585;-0.787722;Sininkere;Islam;Africa;0
Zerma;Ghana;GH;10500;11.061223;-0.238874;Zarma;Islam;Africa;0
Buduma;Niger;NG;14500;13.695639;13.313142;Buduma;Islam;Africa;0
Geruma;Nigeria;NI;17500;10.6914;9.7554;Geruma;Islam;Africa;0
Zerma;Benin;BN;14500;11.729332;3.220209;Zarma;Islam;Africa;0
Jula;Mali;ML;124000;11.7785;-5.3464;Jula;Islam;Africa;0
Bozo;Cote d’Ivoire;IV;24500;9.4757;-5.6428;Bozo, Jenaama;Islam;Africa;0
Dendi;Nigeria;NI;4100;11.67017;3.66694;Dendi (Benin);Islam;Africa;0
Waama;Togo;TO;24000;10.346;0.7401;Waama;Ethnoreligion;Africa;0
Ewe;Benin;BN;100000;6.3816;2.3481;Éwé;Ethnoreligion;Africa;0
Bambara;Guinea;GV;6000;10.271001;-8.138817;Bamanankan;Islam;Africa;0
Baangi;Nigeria;NI;30000;10.83368;5.826883;Baangi;Ethnoreligion;Africa;0
Upper Guinea Crioulo;Netherlands;NL;14000;52.353096;4.837484;Guinea-Bissau Creole;Islam;Europe;0
Swahili;Uganda;UG;5400;0.325888;32.609716;Swahili;Islam;Africa;0
Ajja;South Sudan;OD;325;8.5526;25.6197;Gbaya;Ethnoreligion;Africa;0
Swahili;Sudan;SU;33000;15.687546;32.477884;Swahili;Islam;Africa;0
Fulani;Gabon;GB;24500;0.3497;9.4845;Fulfulde, Adamawa;Islam;Africa;0
Swahili;Rwanda;RW;20500;-1.9594;30.131;Swahili;Islam;Africa;0
Berguid;Chad;CD;25500;12.02281;19.81819;Birgit;Islam;Africa;0
Sara Gambai;Sudan;SU;17000;12.0755;24.8752;Ngambay;Ethnoreligion;Africa;0
Swahili;Burundi;BY;14500;-3.4206;29.3632;Swahili;Islam;Africa;0
Nyindu;Congo, Democratic Republic of the;CG;15500;-3.03802;28.64345;Nyindu;Christianity;Africa;0
Bantu Swahili;Somalia;SO;54000;-0.755104;42.089977;Swahili;Islam;Africa;0
Urdu;Ireland;EI;9300;53.362479;-6.262318;Urdu;Islam;Europe;0
Afrikaners;United Kingdom;UK;66500;51.37688;-0.142373;Afrikaans;Christianity;Europe;0
Gujaratis;France;FR;1100;48.904893;2.344661;Gujarati;Hinduism;Europe;0
Punjabis;Denmark;DA;10000;55.680091;12.570708;Punjabi, Eastern;Sikhism;Europe;0
Duwai;Nigeria;NI;21500;12.887889;11.221669;Duwai;Islam;Africa;0
Manga Kanuri;Nigeria;NI;436000;13.11632;10.85104;Kanuri, Manga;Islam;Africa;0
Jula;Burkina Faso;UV;2690000;10.77063;-4.08665;Jula;Islam;Africa;0
Ganda;Tanzania;TZ;70500;-1.3202;31.7955;Ganda;Ethnoreligion;Africa;0
Seychellese Creole;United Kingdom;UK;2800;51.455899;0.012005;Seychelles French Creole;Hinduism;Europe;0
Ganda;Kenya;KE;46500;-1.316;36.7905;Ganda;Ethnoreligion;Africa;0
Deno;Nigeria;NI;14000;10.627;10.244;Deno;Islam;Africa;0
Vai;Sierra Leone;SL;27000;7.15191;-11.4273;Vai;Islam;Africa;0
Bisa;Togo;TO;16000;11.1104;-0.05362;Bisa;Ethnoreligion;Africa;0
Pa'a;Nigeria;NI;18000;11.01752;9.30091;Pa’anci;Ethnoreligion;Africa;0
Jahanka;Gambia;GA;5500;13.433;-16.671;Jahanka;Islam;Africa;0
Bambara;Mauritania;MR;26500;16.245901;-8.161376;Bamanankan;Islam;Africa;0
Bambara;Gambia;GA;25500;13.5314;-16.1523;Bamanankan;Islam;Africa;0
Mandinka;Benin;BN;14500;6.363681;2.419686;Mandinka;Islam;Africa;0
Badyara;Guinea;GV;13000;12.5878;-13.3711;Badyara;Islam;Africa;0
Jola;Mauritania;MR;5300;18.0482;-15.9881;Jola-Fonyi;Islam;Africa;0
Senara Senufo;Burkina Faso;UV;68000;10.49874;-5.28216;Sénoufo, Senara;Ethnoreligion;Africa;0
Mankanya;Gambia;GA;3700;13.39612;-15.797055;Mankanya;Ethnoreligion;Africa;0
Basari;Guinea-Bissau;PU;850;12.2723;-14.2168;Oniyan;Ethnoreligion;Africa;0
Wolof;Cote d’Ivoire;IV;20500;7.689699;-5.023974;Wolof;Islam;Africa;0
Tukulor;Guinea;GV;7700;12.528874;-13.604404;Pulaar;Islam;Africa;0
Bago;Togo;TO;13000;8.52697;1.41214;Bago-Kusuntu;Islam;Africa;0
Mamprusi;Togo;TO;17500;10.660006;0.158195;Mampruli;Ethnoreligion;Africa;0
Ukaan;Nigeria;NI;64000;7.584;6.006;Ukaan;Ethnoreligion;Africa;0
Mossi;Niger;NG;262000;13.525465;2.111432;Moore;Ethnoreligion;Africa;0
Nafana Senufo;Cote d’Ivoire;IV;122000;8.0439;-2.8022;Nafaanra;Islam;Africa;0
Mossi;Togo;TO;46000;11.00444;0.1868;Moore;Ethnoreligion;Africa;0
Mossi;Mali;ML;117000;13.81446;-3.02333;Moore;Ethnoreligion;Africa;0
Borgu Fulbe;Togo;TO;130000;10.16737;0.6016;Fulfulde, Borgu;Islam;Africa;0
Mossi;Benin;BN;57500;10.807;1.1412;Moore;Ethnoreligion;Africa;0
Zambezi Tonga;Zimbabwe;ZI;194000;-17.738392;28.271133;Tonga (Zambia);Ethnoreligion;Africa;0
Bwisi;Congo, Democratic Republic of the;CG;63500;0.65115;29.86274;Talinga-Bwisi;Christianity;Africa;0
Herero;Angola;AO;126000;-16.736625;14.979181;Herero;Ethnoreligion;Africa;0
Yao;Tanzania;TZ;1020000;-10.97645;37.16247;Yao;Islam;Africa;0
Fon;Gabon;GB;24500;0.395335;9.464642;Fon;Ethnoreligion;Africa;0
Central Swahili;Congo, Democratic Republic of the;CG;63000;-3.045057;29.171898;Swahili;Islam;Africa;0
Barke;Nigeria;NI;24500;10.92756;9.81365;Burku;Ethnoreligion;Africa;0
Kuranko;Guinea;GV;140000;9.59656;-10.06964;Kuranko;Ethnoreligion;Africa;0
Alur;Uganda;UG;1315000;2.43602;31.17437;Alur;Christianity;Africa;0
Tsagu;Nigeria;NI;4600;10.96451;9.93687;Choogen;Ethnoreligion;Africa;0
Bisa;Cote d’Ivoire;IV;143000;5.4408;-4.0129;Bisa;Islam;Africa;0
Swedes;Norway;NO;36500;59.923599;10.753155;Swedish;Unaffiliated;Europe;0
Slovaks;Argentina;AR;9300;-34.625146;-58.452969;Slovak;Christianity;Americas;0
Poles;Venezuela;VE;8100;10.498666;-66.869849;Polish;Christianity;Americas;0
Russians;China;CH;19000;43.78809;87.63117;Russian;Christianity;Asia;0
Egyptian Arabs;United Arab Emirates;AE;1150000;25.238206;55.370813;Arabic, Egyptian;Islam;Asia;0
Arabs;Australia;AS;159000;-33.897339;151.244671;Arabic, Standard;Islam;Oceania;0
Northern Yemeni Arabs;Yemen;YM;13640000;16.947781;43.747221;Arabic, Sanaani;Islam;Asia;0
Poles;Lithuania;LH;179000;54.66937;25.290098;Polish;Christianity;Europe;0
Norwegians;Denmark;DA;17000;55.696412;12.534171;Norwegian;Unaffiliated;Europe;0
Shawiya;Belgium;BE;42500;50.847122;4.337554;Tachawit;Islam;Europe;0
Tunisian Arabs;Belgium;BE;16500;50.853538;4.350075;Arabic, Tunisian;Islam;Europe;0
Arabs;Austria;AU;101000;48.200779;16.351657;Arabic, Standard;Islam;Europe;0
Arabs;Pakistan;PK;244000;24.909655;67.06246;Arabic, Standard;Islam;Asia;0
Iraqi Arabs;Lebanon;LE;26000;33.853694;35.509333;Arabic, Standard;Islam;Asia;0
Konso;Kenya;KE;2300;3.5043;39.0559;Konso;Ethnoreligion;Africa;0
Iraqi Arabs;Syria;SY;59500;33.518;36.285;Arabic, Mesopotamian;Islam;Asia;0
Italians;Liechtenstein;LS;1300;47.138534;9.521553;Italian;Christianity;Europe;0
Sinhalese;Thailand;TH;8200;13.6927;100.5017;Sinhala;Buddhism;Asia;0
Poles;Denmark;DA;16000;55.683255;12.552476;Polish;Christianity;Europe;0
Upper Ta-Oy;Vietnam;VM;24000;16.2352;107.2546;Ta’oih, Upper;Ethnoreligion;Asia;0
Khmu;China;CH;1800;21.669;101.727;Khmu;Ethnoreligion;Asia;0
Tai Nua;Myanmar;BM;80000;24.20468;97.55179;Tai Nüa;Buddhism;Asia;0
Pale De`ang;China;CH;11000;24.31976;98.53195;Palaung, Ruching;Buddhism;Asia;0
Syrian Arabs;Iraq;IZ;288000;36.8559;42.8475;Arabic, Standard;Islam;Asia;0
Levantine Bedawi Arabs;Syria;SY;95000;32.749;36.3075;Arabic, Eastern Egyptian Bedawi;Islam;Asia;0
Omani Arabs;United Arab Emirates;AE;363000;24.179657;55.673898;Arabic, Omani;Islam;Asia;0
Yemeni Arabs;Saudi Arabia;SA;257000;21.575;39.178;Arabic, Ta’izzi-Adeni;Islam;Asia;0
Saudi Arabs;Oman;MU;59500;23.5829;58.4096;Arabic, Standard;Islam;Asia;0
Omani Arabs;Saudi Arabia;SA;147000;24.6546;46.7933;Arabic, Omani;Islam;Asia;0
Arabic (Shihhi);Oman;MU;19000;25.90542;56.21943;Arabic, Shihhi;Islam;Asia;0
Egyptian Arabs;Qatar;QA;57000;25.28759;51.446241;Arabic, Egyptian;Islam;Asia;0
Yemeni Arabs;United Arab Emirates;AE;212000;25.263811;55.371903;Arabic, Ta’izzi-Adeni;Islam;Asia;0
Saudi Arabs;Qatar;QA;57000;25.252903;51.428416;Arabic, Hijazi;Islam;Asia;0
Yemeni Arabs;Oman;MU;25500;23.6236;58.2392;Arabic, Ta’izzi-Adeni;Islam;Asia;0
Batahira;Oman;MU;200;17.940019;54.805092;Arabic, Omani;Islam;Asia;0
Iraqi Arabs;Algeria;AG;8600;36.7527;3.2106;Arabic, Standard;Islam;Africa;0
Egyptian Arabs;Algeria;AG;21500;36.709413;3.098096;Arabic, Egyptian;Islam;Africa;0
Egyptian Arabs;Libya;LY;36500;32.764893;21.768454;Arabic, Egyptian;Islam;Africa;0
Egyptian Arabs;Sudan;SU;801000;15.7135;32.466;Arabic, Egyptian;Islam;Africa;0
Moroccan Arabs;Gibraltar;GI;1700;36.120378;-5.345277;Arabic, Moroccan;Islam;Europe;0
Moroccan Arabs;Libya;LY;11500;32.8568;13.1198;Arabic, Moroccan;Islam;Africa;0
Tunisian Arabs;Libya;LY;212000;32.8776;13.1603;Arabic, Tunisian;Islam;Africa;0
Algerian Arabs;Tunisia;TS;298000;36.835;10.1063;Arabic, Algerian;Islam;Africa;0
Moroccan Arabs;United Kingdom;UK;40500;51.553999;-0.118568;Arabic, Moroccan;Islam;Europe;0
Moroccan Arabs;Portugal;PO;23500;37.0239;-7.930391;Arabic, Moroccan;Islam;Europe;0
Algerian Arabs;Belgium;BE;28000;51.219427;4.413716;Arabic, Algerian;Islam;Europe;0
Sudanese Arabs;Eritrea;ER;33000;15.3306;38.9179;Arabic, Sudanese;Islam;Africa;0
Sudanese Arabs;United Arab Emirates;AE;84000;25.311497;55.386945;Arabic, Sudanese;Islam;Asia;0
Arabs;Denmark;DA;95500;55.684471;12.543893;Arabic, Standard;Islam;Europe;0
Sudanese Arabs;Saudi Arabia;SA;474000;21.597064;39.213492;Arabic, Sudanese;Islam;Asia;0
Arabs;Malta;MT;9800;35.873651;14.512245;Arabic, Standard;Islam;Europe;0
Arabs;Congo, Democratic Republic of the;CG;31500;-4.369865;15.311802;Arabic, Standard;Islam;Africa;0
Syrian Arabs;France;FR;18500;48.866091;2.288952;Arabic, Standard;Islam;Europe;0
Sudanese Arabs;Libya;LY;255000;32.8633;13.1297;Arabic, Sudanese;Islam;Africa;0
Iraqi Arabs;France;FR;6700;48.791679;2.358407;Arabic, Mesopotamian;Islam;Europe;0
Sudanese Arabs;Qatar;QA;57000;25.280126;51.541909;Arabic, Sudanese;Islam;Asia;0
Alawites;Lebanon;LE;83000;34.544;36.076;Arabic, Levantine;Islam;Asia;0
Bahraini Shia Arabs;Oman;MU;20000;24.34;56.74;Arabic, Baharna;Islam;Asia;0
Algerian Arabs;Burkina Faso;UV;24500;14.0996;-1.629;Arabic, Algerian;Islam;Africa;0
Maltese;Tunisia;TS;3700;36.791267;10.174204;Maltese;Christianity;Africa;0
Tama;Sudan;SU;96500;13.8404;22.3938;Tama (Chad);Islam;Africa;0
Teda;Sudan;SU;13000;15.189012;23.665639;Tedaga;Islam;Africa;0
Zanzibari;Oman;MU;58500;23.622261;58.496859;Swahili;Islam;Asia;0
Turks;Sweden;SW;46000;59.310278;18.078539;Turkish;Islam;Europe;0
Turks;Egypt;EG;56500;30.127374;31.285918;Turkish;Islam;Africa;0
Turks;Saudi Arabia;SA;36500;24.727147;46.828295;Turkish;Islam;Asia;0
Turkish Jews;Israel;IS;63500;32.068525;34.818559;Turkish;Judaism;Asia;0
Amhara;Egypt;EG;4100;31.227698;29.974422;Amharic;Christianity;Africa;0
Ganza;Ethiopia;ET;12500;9.616;34.431;Ganza;Ethnoreligion;Africa;0
Mima;Sudan;SU;166000;14.200366;22.692875;Amdang;Islam;Africa;0
Kabyle;Belgium;BE;59500;50.859445;4.416223;Kabyle;Islam;Europe;0
Somalis;Tanzania;TZ;69500;-6.84512;39.269789;Somali;Islam;Africa;0
Hobyot;Oman;MU;225;17.420062;52.962565;Mehri;Islam;Asia;0
Somalis;Netherlands;NL;41000;52.386334;4.857472;Somali;Islam;Europe;0
Shawiya;Italy;IT;39000;41.897086;12.528484;Tachawit;Islam;Europe;0
Somalis;United Arab Emirates;AE;109000;25.295862;55.408905;Somali;Islam;Asia;0
Arabized Africans;Saudi Arabia;SA;550000;24.756801;46.682533;Swahili;Islam;Asia;0
Kazakh;Germany;GM;40500;52.50827;13.359108;Kazakh;Islam;Europe;0
Uyghurs;Saudi Arabia;SA;9400;24.718456;46.69214;Uyghur;Islam;Asia;0
Mararit;Chad;CD;49000;14.2207;21.3875;Mararit;Islam;Africa;0
Idaksahak;Algeria;AG;2400;19.9614;2.9676;Tadaksahak;Islam;Africa;0
Kanuri;Sudan;SU;487000;12.6694;34.1565;Kanuri, Yerwa;Islam;Africa;0
Black Tai;France;FR;5000;48.844055;2.269695;Tai Dam;Christianity;Europe;0
Chaldeans;Germany;GM;3000;51.492527;7.206181;Chaldean Neo-Aramaic;Christianity;Europe;0
Chaldeans;Netherlands;NL;1100;52.3474;4.915436;Chaldean Neo-Aramaic;Christianity;Europe;0
Kunama;Ethiopia;ET;7800;14.4485;37.80274;Kunama;Christianity;Africa;0
Daasanach;South Sudan;OD;4900;4.7287;35.7455;Daasanach;Ethnoreligion;Africa;0
Portuguese;Guinea-Bissau;PU;6500;11.86;-15.6171;Portuguese;Christianity;Africa;0
Norwegians;Svalbard;SV;1700;78.2196;15.6419;Norwegian;Christianity;Europe;0
Ukrainians;Venezuela;VE;9200;10.514483;-66.955791;Ukrainian;Christianity;Americas;0
Russians;Svalbard;SV;1200;78.06554;14.24963;Russian;Christianity;Europe;0
Norwegians;Ecuador;EC;18500;-0.215424;-78.497493;Norwegian;Christianity;Americas;0
Catalonians;Venezuela;VE;5400;10.675945;-71.614417;Catalan;Christianity;Americas;0
Spaniards;Trinidad and Tobago;TD;4300;10.621163;-61.430265;Spanish;Christianity;Americas;0
Persians;Qatar;QA;277000;25.34192;51.447113;Persian, Iranian;Islam;Asia;0
Gulf Arabs;Yemen;YM;23000;17.83421;49.72883;Arabic, Hijazi;Islam;Asia;0
Palestinian Arabs;Yemen;YM;34500;15.3089;44.1977;Arabic, Levantine;Islam;Asia;0
Egyptian Arabs;Israel;IS;22500;31.2595;34.7693;Arabic, Egyptian;Islam;Asia;0
Bedouin Arabs;Jordan;JO;1350000;32.504308;38.20441;Arabic, Najdi;Islam;Asia;0
Egyptian Arabs;Kuwait;KU;510000;29.351467;48.000638;Arabic, Egyptian;Islam;Asia;0
Sudanese Arabs;Yemen;YM;574000;15.2985;44.1923;Arabic, Sudanese;Islam;Asia;0
Egyptian Arabs;Yemen;YM;12000;15.3665;44.2155;Arabic, Egyptian;Islam;Asia;0
Egyptian Arabs;Saudi Arabia;SA;660000;24.7315;46.6586;Arabic, Egyptian;Islam;Asia;0
Egyptian Arabs;Jordan;JO;758000;31.9149;35.9333;Arabic, Egyptian;Islam;Asia;0
Spaniards;Denmark;DA;5400;55.680805;12.571678;Spanish;Christianity;Europe;0
Punjabis;Fiji;FJ;9600;-17.604244;177.452619;Punjabi, Eastern;Hinduism;Oceania;0
Lao;Vietnam;VM;205000;21.0392;105.8034;Lao;Ethnoreligion;Asia;0
Tai Loi;Laos;LA;600;21.319037;100.997613;Tai Loi;Ethnoreligion;Asia;0
Sinhalese;Singapore;SN;23500;1.3342;103.75734;Sinhala;Buddhism;Asia;0
Danes;Iceland;IC;3900;64.14461;-21.959834;Danish;Unaffiliated;Europe;0
Tsun-Lao;Vietnam;VM;15500;21.3554;102.9708;Ts’ün-Lao;Ethnoreligion;Asia;0
Khua;Laos;LA;4500;17.27488;105.91687;Khua;Ethnoreligion;Asia;0
Bit;China;CH;850;21.648165;101.403194;Bit;Ethnoreligion;Asia;0
Poles;Brazil;BR;1900000;-24.785;-50.000496;Polish;Christianity;Americas;0
Lebanese Arabs;France;FR;56000;48.848431;2.268764;Arabic, Levantine;Islam;Europe;0
Egyptian Arabs;Iraq;IZ;538000;33.281674;44.326044;Arabic, Egyptian;Islam;Asia;0
Afar;Eritrea;ER;353000;14.148039;41.08567;Afar;Islam;Africa;0
Gulf Arabs;Qatar;QA;394000;25.312348;51.403912;Arabic, Gulf;Islam;Asia;0
Ya;China;CH;68500;23.6593;101.8773;Tai Ya;Ethnoreligion;Asia;0
Nash Didan;Israel;IS;4000;31.7692;35.2017;Hebrew;Judaism;Asia;0
Shukria;Sudan;SU;367000;15.3128;35.6086;Arabic, Sudanese;Islam;Africa;0
Ainu;Japan;JA;13000;42.58505848;142.1285463;Japanese;Ethnoreligion;Asia;0
Boyu Tibetans;China;CH;5400;33.362361;104.580444;Tibetan, Central;Ethnoreligion;Asia;0
Khlor;Laos;LA;15000;15.679;106.5484;Kriang;Ethnoreligion;Asia;0
Hadrami Arabs;Yemen;YM;1910000;15.9447;48.7833;Arabic, Hadrami;Islam;Asia;0
Baygo;Sudan;SU;2900;11.786333;25.161867;Arabic, Sudanese;Islam;Africa;0
Mongallese Arabs;South Sudan;OD;54500;4.5551;28.4205;Arabic, Juba;Islam;Africa;0
Mzab;Algeria;AG;201000;32.50135;3.85035;Tumzabt;Islam;Africa;0
Spanish Jews;Spain;SP;17000;40.313301;-3.725786;Spanish;Judaism;Europe;0
Tai Lu;China;CH;596000;21.849979;101.442002;Lü;Buddhism;Asia;0
Massalat;Chad;CD;127000;13.5376;20.989;Arabic, Chadian;Islam;Africa;0
Mahra;Yemen;YM;58000;16.215052;52.187605;Mehri;Islam;Asia;0
Socotran;Yemen;YM;78000;12.48924;53.91675;Soqotri;Islam;Asia;0
Baggara Dekakire;Chad;CD;15500;11.1882;17.4627;Arabic, Chadian;Islam;Africa;0
Kurdistani Jews;Israel;IS;13000;31.7713;35.2209;Lishana Deni;Judaism;Asia;0
Assyrians;Netherlands;NL;21000;52.364427;4.85508;Turoyo;Christianity;Europe;0
Assyrians;Sweden;SW;144000;59.177819;17.649988;Assyrian Neo-Aramaic;Christianity;Europe;0
Chaldeans;Syria;SY;12000;37.0061;41.9513;Chaldean Neo-Aramaic;Ethnoreligion;Asia;0
Jibbali;Oman;MU;48000;17.29154;53.99526;Shehri;Islam;Asia;0
Harasi;Oman;MU;600;19.6511;56.15619;Harsusi;Islam;Asia;0
Moroccan Jews;Morocco;MO;2200;33.559681;-7.640136;Arabic, Judeo-Moroccan;Judaism;Africa;0
Burji;Kenya;KE;31000;3.46025;39.07748;Burji;Islam;Africa;0
Assyrians;Lebanon;LE;32000;33.877037;35.526541;Assyrian Neo-Aramaic;Ethnoreligion;Asia;0
Tagale;Sudan;SU;135000;12.0637;31.2614;Tegali;Islam;Africa;0
Fungor;Sudan;SU;8000;10.5352;31.5667;Ko;Islam;Africa;0
Fur;Chad;CD;7200;11.31789;22.56115;Fur;Islam;Africa;0
Adi;China;CH;1400;29.249612;95.171824;Adi;Ethnoreligion;Asia;0
Doms;Libya;LY;43500;32.8621;13.1393;Domari;Islam;Africa;0
Doms;Syria;SY;42000;33.5467;36.3354;Domari;Islam;Asia;0
O'du;Laos;LA;375;19.279;103.654;O’du;Ethnoreligion;Asia;0
Manmet;China;CH;1700;22.1039;100.8617;Man Met;Buddhism;Asia;0
Angku;China;CH;9200;21.9146;100.8305;Kon Keu;Buddhism;Asia;0
Hu;China;CH;1900;22.021192;100.861998;Hu;Buddhism;Asia;0
Salang;Laos;LA;1000;14.731;107.416;Halang;Ethnoreligion;Asia;0
Nguon;Laos;LA;2300;17.89474;105.487752;Nguôn;Ethnoreligion;Asia;0
Puman;China;CH;18500;23.482;99.785;U;Buddhism;Asia;0
Kong Ge;China;CH;1800;22.088843;100.881348;Kon Keu;Ethnoreligion;Asia;0
Doms;Israel;IS;14500;31.77501;35.21809;Domari;Islam;Asia;0
Akrukay;Papua New Guinea;PP;550;-4.894;144.835;Chini;Christianity;Oceania;0
Hobyot;Yemen;YM;550;17.174614;52.702407;Hobyót;Islam;Asia;0
Yoy;Laos;LA;1800;17.53937;105.57354;Yoy;Ethnoreligion;Asia;0
Lati;China;CH;2900;22.8469;104.394;Lachi;Ethnoreligion;Asia;0
Yerong;China;CH;750;23.3786;105.972;Yerong;Ethnoreligion;Asia;0
Malays;Sri Lanka;CE;72500;6.901139;79.870097;Sri Lankan Malay Creole;Islam;Asia;0
Yoron;Japan;JA;7400;27.04068;128.4281;Yoron;Ethnoreligion;Asia;0
Toku-no-shima;Japan;JA;37500;27.77365;128.96117;Toku-No-Shima;Ethnoreligion;Asia;0
Vlax Romani;Pakistan;PK;24000;31.628248;74.286205;Romani, Vlax;Islam;Asia;0
Lati;Vietnam;VM;13000;22.80149;104.85041;Lachi;Ethnoreligion;Asia;0
Catalonians;Argentina;AR;232000;-34.912661;-58.256038;Catalan;Christianity;Americas;0
Hongjin Tai;China;CH;209000;25.9608;102.1027;Tai Hongjin;Ethnoreligion;Asia;0
Jino;China;CH;24000;22.054111;101.087108;Jinuo, Youle;Ethnoreligion;Asia;0
Kucong;China;CH;51500;23.4549;101.6764;Kucong;Buddhism;Asia;0
Pana;Mali;ML;9000;13.48379;-3.40016;Pana (Burkina Faso);Ethnoreligion;Africa;0
Komono;Burkina Faso;UV;7700;9.76136;-4.33189;Khisa;Islam;Africa;0
Bainouk;Gambia;GA;3000;13.2466;-15.8369;Bainouk-Gunyaamolo;Islam;Africa;0
Bangi;Congo;CF;124000;-1.2161;16.7913;Bangi;Christianity;Africa;0
Barama;Gabon;GB;12500;-2.49659;10.6777;Barama;Christianity;Africa;0
Bwile;Congo, Democratic Republic of the;CG;26500;-8.3894;28.9432;Bwile;Christianity;Africa;0
Khe;Burkina Faso;UV;4100;9.79704;-4.24384;Khe;Islam;Africa;0
Central Koma;Ethiopia;ET;1800;8.713711;34.239029;Komo (Sudan);Ethnoreligion;Africa;0
Sierra Leoneans;United Kingdom;UK;18500;52.545717;-1.869483;Krio;Christianity;Europe;0
Torom;Chad;CD;20500;11.20271;19.52541;Toram;Islam;Africa;0
Shanga;Nigeria;NI;29000;11.2141;4.5798;Shanga;Islam;Africa;0
Minduumo;Gabon;GB;8600;-1.636;13.6288;Ndumu;Ethnoreligion;Africa;0
Mokoulou;Chad;CD;40500;11.8711;18.2042;Mukulu;Ethnoreligion;Africa;0
Gwa;Nigeria;NI;3800;10.30688;9.11434;Gwa;Islam;Africa;0
Cung;Cameroon;CM;3900;6.59687;10.41045;Chung (Cameroon);Islam;Africa;0
Dulbu;Nigeria;NI;300;10.2236;9.888;Hausa;Islam;Africa;0
Toussian;Togo;TO;31000;6.165032;1.271127;Toussian, Southern;Ethnoreligion;Africa;0
Jing;China;CH;29500;21.577774;108.126828;Vietnamese;Ethnoreligion;Asia;0
